,checking_account,duration,credit_history,purpose,credit_amount,savings_account,present_employment_since,installment_rate,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age,installment_plans,housing,credits,job,number_people_maitenance,telephone,foreign,risk
954,<0,12,existing_credits_paid,car_new,1893,<100,1<=x<4,4,female_divorced/separated/married,guarantor,4,savings_insurance,29,None,own,1,skilled,1,yes,yes,good
955,<0,24,critical,radio/tv,1231,>=1000,>=7,4,female_divorced/separated/married,None,4,savings_insurance,57,None,rent,2,management,1,yes,yes,good
956,>=200,30,critical,radio/tv,3656,unknown,>=7,4,male_single,None,4,savings_insurance,49,stores,own,2,unskilled,1,none,yes,good
957,0<=x<200,9,critical,radio/tv,1154,<100,>=7,2,male_single,None,4,real_estate,37,None,own,3,unskilled,1,none,yes,good
958,<0,28,existing_credits_paid,car_new,4006,<100,1<=x<4,3,male_single,None,2,car_other,45,None,own,1,unskilled,1,none,yes,bad
959,0<=x<200,24,existing_credits_paid,furniture/equipment,3069,100<=x<500,>=7,4,male_single,None,4,unknown,30,None,for_free,1,skilled,1,none,yes,good
960,None,6,critical,radio/tv,1740,<100,>=7,2,male_married/widowed,None,2,real_estate,30,None,rent,2,skilled,1,none,yes,good
961,0<=x<200,21,delay_in_past,car_new,2353,<100,1<=x<4,1,male_divorced/separated,None,4,savings_insurance,47,None,own,2,skilled,1,none,yes,good
962,None,15,existing_credits_paid,car_new,3556,unknown,1<=x<4,3,male_single,None,2,unknown,29,None,own,1,skilled,1,none,yes,good
963,None,24,existing_credits_paid,radio/tv,2397,500<=x<1000,>=7,3,male_single,None,2,car_other,35,bank,own,2,skilled,1,yes,yes,bad
964,0<=x<200,6,existing_credits_paid,repairs,454,<100,<1,3,male_married/widowed,None,1,savings_insurance,22,None,own,1,unskilled,1,none,yes,good
965,0<=x<200,30,existing_credits_paid,radio/tv,1715,unknown,1<=x<4,4,female_divorced/separated/married,None,1,car_other,26,None,own,1,skilled,1,none,yes,good
966,0<=x<200,27,critical,radio/tv,2520,500<=x<1000,1<=x<4,4,male_single,None,2,savings_insurance,23,None,own,2,unskilled,1,none,yes,bad
967,None,15,existing_credits_paid,radio/tv,3568,<100,>=7,4,female_divorced/separated/married,None,2,car_other,54,bank,rent,1,management,1,yes,yes,good
968,None,42,existing_credits_paid,radio/tv,7166,unknown,4<=x<7,2,male_married/widowed,None,4,savings_insurance,29,None,rent,1,skilled,1,yes,yes,good
969,<0,11,critical,car_new,3939,<100,1<=x<4,1,male_single,None,2,real_estate,40,None,own,2,unskilled,2,none,yes,good
970,0<=x<200,15,existing_credits_paid,repairs,1514,100<=x<500,1<=x<4,4,male_single,guarantor,2,real_estate,22,None,own,1,skilled,1,none,yes,good
971,None,24,existing_credits_paid,car_new,7393,<100,1<=x<4,1,male_single,None,4,savings_insurance,43,None,own,1,unskilled,2,none,yes,good
972,<0,24,all_credits_paid_bank,car_new,1193,<100,unemployed,1,female_divorced/separated/married,co-applicant,4,unknown,29,None,rent,2,unemployed,1,none,yes,bad
973,<0,60,existing_credits_paid,business,7297,<100,>=7,4,male_single,co-applicant,4,unknown,36,None,rent,1,skilled,1,none,yes,bad
974,None,30,critical,radio/tv,2831,<100,1<=x<4,4,female_divorced/separated/married,None,2,car_other,33,None,own,1,skilled,1,yes,yes,good
975,>=200,24,existing_credits_paid,radio/tv,1258,500<=x<1000,1<=x<4,3,female_divorced/separated/married,None,3,car_other,57,None,own,1,unskilled,1,none,yes,good
976,0<=x<200,6,existing_credits_paid,radio/tv,753,<100,1<=x<4,2,female_divorced/separated/married,guarantor,3,real_estate,64,None,own,1,skilled,1,none,yes,good
977,0<=x<200,18,delay_in_past,business,2427,unknown,>=7,4,male_single,None,2,savings_insurance,42,None,own,2,skilled,1,none,yes,good
978,None,24,delay_in_past,car_new,2538,<100,>=7,4,male_single,None,4,car_other,47,None,own,2,unskilled,2,none,yes,bad
979,0<=x<200,15,all_credits_paid_bank,car_new,1264,100<=x<500,1<=x<4,2,male_married/widowed,None,2,savings_insurance,25,None,rent,1,skilled,1,none,yes,bad
980,0<=x<200,30,critical,furniture/equipment,8386,<100,4<=x<7,2,male_single,None,2,savings_insurance,49,None,own,1,skilled,1,none,yes,bad
981,None,48,existing_credits_paid,business,4844,<100,unemployed,3,male_single,None,2,car_other,33,bank,rent,1,management,1,yes,yes,bad
982,>=200,21,existing_credits_paid,car_new,2923,100<=x<500,1<=x<4,1,female_divorced/separated/married,None,1,car_other,28,bank,own,1,management,1,yes,yes,good
983,<0,36,existing_credits_paid,car_used,8229,<100,1<=x<4,2,male_single,None,2,savings_insurance,26,None,own,1,skilled,2,none,yes,bad
984,None,24,critical,furniture/equipment,2028,<100,4<=x<7,2,male_single,None,2,savings_insurance,30,None,own,2,unskilled,1,none,yes,good
985,<0,15,critical,furniture/equipment,1433,<100,1<=x<4,4,female_divorced/separated/married,None,3,savings_insurance,25,None,rent,2,skilled,1,none,yes,good
986,>=200,42,no_credits_taken,business,6289,<100,<1,2,male_divorced/separated,None,1,savings_insurance,33,None,own,2,skilled,1,none,yes,good
987,None,13,existing_credits_paid,radio/tv,1409,100<=x<500,unemployed,2,female_divorced/separated/married,None,4,real_estate,64,None,own,1,skilled,1,none,yes,good
988,<0,24,existing_credits_paid,car_used,6579,<100,unemployed,4,male_single,None,2,unknown,29,None,for_free,1,management,1,yes,yes,good
989,0<=x<200,24,critical,radio/tv,1743,<100,>=7,4,male_single,None,2,savings_insurance,48,None,own,2,unskilled,1,none,yes,good
990,None,12,critical,education,3565,unknown,<1,2,male_single,None,1,savings_insurance,37,None,own,2,unskilled,2,none,yes,good
991,None,15,all_credits_paid_bank,radio/tv,1569,100<=x<500,>=7,4,male_single,None,4,car_other,34,bank,own,1,unskilled,2,none,yes,good
992,<0,18,existing_credits_paid,radio/tv,1936,unknown,4<=x<7,2,male_married/widowed,None,4,car_other,23,None,rent,2,unskilled,1,none,yes,good
993,<0,36,existing_credits_paid,furniture/equipment,3959,<100,unemployed,4,male_single,None,3,savings_insurance,30,None,own,1,management,1,yes,yes,good
994,None,12,existing_credits_paid,car_new,2390,unknown,>=7,4,male_single,None,3,car_other,50,None,own,1,skilled,1,yes,yes,good
995,None,12,existing_credits_paid,furniture/equipment,1736,<100,4<=x<7,3,female_divorced/separated/married,None,4,real_estate,31,None,own,1,unskilled,1,none,yes,good
996,<0,30,existing_credits_paid,car_used,3857,<100,1<=x<4,4,male_divorced/separated,None,4,savings_insurance,40,None,own,1,management,1,yes,yes,good
997,None,12,existing_credits_paid,radio/tv,804,<100,>=7,4,male_single,None,4,car_other,38,None,own,1,skilled,1,none,yes,good
998,<0,45,existing_credits_paid,radio/tv,1845,<100,1<=x<4,4,male_single,None,4,unknown,23,None,for_free,1,skilled,1,yes,yes,bad
999,0<=x<200,45,critical,car_used,4576,100<=x<500,unemployed,3,male_single,None,4,car_other,27,None,own,1,skilled,1,none,yes,good
